0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
4.081632653061224164e-02,1.536025348893799158e+00
8.163265306122448328e-02,1.624769310482489404e+00
1.224489795918367319e-01,1.716867398686066970e+00
1.632653061224489666e-01,1.762858985154139635e+00
2.040816326530612013e-01,1.749526741895429449e+00
2.448979591836734637e-01,1.704838244220438392e+00
2.857142857142856984e-01,1.668433389367097508e+00
3.265306122448979331e-01,1.663096524160759593e+00
3.673469387755101678e-01,1.687632129129691183e+00
4.081632653061224025e-01,1.725557844130523710e+00
4.489795918367346372e-01,1.758761680354639534e+00
4.897959183673469274e-01,1.778358581477553324e+00
5.306122448979591066e-01,1.787829333270192000e+00
5.714285714285713969e-01,1.798189652599445854e+00
6.122448979591835760e-01,1.819871943932001912e+00
6.530612244897958663e-01,1.856979727945326841e+00
6.938775510204081565e-01,1.906599121655006446e+00
7.346938775510203357e-01,1.961789641536142437e+00
7.755102040816326259e-01,2.015030596130260143e+00
8.163265306122448051e-01,2.060290731120324903e+00
8.571428571428570953e-01,2.093720720942547686e+00
8.979591836734692745e-01,2.113693154296959698e+00
9.387755102040815647e-01,2.120769705465033628e+00
9.795918367346938549e-01,2.117436576349627231e+00
1.020408163265306145e+00,2.107205095370388914e+00
1.061224489795918213e+00,2.093598001185036583e+00
1.102040816326530503e+00,2.079810990400988491e+00
1.142857142857142794e+00,2.068720342411796143e+00
1.183673469387755084e+00,2.062706382688074491e+00
1.224489795918367152e+00,2.063522258694257872e+00
1.265306122448979442e+00,2.072271625411326923e+00
1.306122448979591733e+00,2.089009801829515123e+00
1.346938775510204023e+00,2.112113873906798389e+00
1.387755102040816313e+00,2.138490812634999294e+00
1.428571428571428381e+00,2.164870556805544854e+00
1.469387755102040671e+00,2.188949960848886267e+00
1.510204081632652962e+00,2.209381803148662726e+00
1.551020408163265252e+00,2.225131377716727421e+00
1.591836734693877320e+00,2.235321890975783710e+00
1.632653061224489610e+00,2.239589358213811998e+00
1.673469387755101900e+00,2.238493138797061022e+00
1.714285714285714191e+00,2.233899981744827734e+00
1.755102040816326481e+00,2.228614244791978560e+00
1.795918367346938549e+00,2.224884168756023683e+00
1.836734693877550839e+00,2.223258288668135130e+00
1.877551020408163129e+00,2.222942370794987799e+00
1.918367346938775420e+00,2.222908011791329574e+00
1.959183673469387710e+00,2.222565597202357246e+00
2.000000000000000000e+00,2.221712025720887773e+00


